Asset #,Serial Number,Vendor,Desktop Model,Location,Details,IP Address,Operating System,Configuration ID,Invoice Date,Warranty Expiry Date,Warranty Expired,PO #,Invoice #,Cost Centre,Purchase Price,Purchasing Approved,Status,has the service tag,output,orig.order,,,Serial Number,,,Company Name Billing,Company Name Shipping,Customer Num,PO Num,Dell Order Number,Master Inv Num,Invoice Num,Group Desc,Product Desc,Brand Desc,Item Num,Item Long Name,System Qty,Order Qty,Total Rev Retail USD,Total Rev Disc USD,Freight Charges,Sales Tax USD,Vat Amt Local Currency,Order Status Desc,Order Date,Ship By Date,Shipped Date,Inv Date,Service Tags,,Serial Numberfootprints
US30913,B4FH082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.144.148,Microsoft Windows 7 Professional x64,CPL,,1/7/2019 23:59,Active,,,,,,121,1239,"B37K082,B38F082,B38J082,B3BH082,B3BJ082,B3CG082,B3CH082,B3DF082,B3DK082,B3FF082,B3TD082,B3XG082,B3YH082,B46J082,B4CF082,B4FH082,B7ML082,B7SJ082",336,121,,B4FH082,b4fh082,B4FH082,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,CPL179963,126942876,XK1N1MF43,,CS SOFTWARE AND PERIPHERALS,CLIENT PERIPHERALS,DELL-BRANDED,331-6304,"E-Port Plus, 130W Advanced Port Replicator, USB 3.0 for Latitude E-Family, Customer Kit",0,1,$219.99 ,$169.39 ,$0.00 ,$0.00 ,0,Invoiced,9/16/2016,9/19/2016,9/16/2016,9/16/2016,,,B4FH082
US30920,B37K082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.147.108,Microsoft Windows 7 Professional x64,CPL,,1/7/2019 23:59,Active,,,,,,1,1239,"B37K082,B38F082,B38J082,B3BH082,B3BJ082,B3CG082,B3CH082,B3DF082,B3DK082,B3FF082,B3TD082,B3XG082,B3YH082,B46J082,B4CF082,B4FH082,B7ML082,B7SJ082",367,1,,B37K082,b37k082,B37K082,CLINICAL PATHOLOGY LABORATORIE,SONIC HEALTHCARE,137995733,SHC186175,141769536,XK258DXR9,XK258DXR9,EUC Mobility,Latitude,LATITUDE E7470,210-AETM,"Dell Latitude E7470, CTO",2,2,"$6,318.27 ","$3,186.50 ",$0.00 ,$0.00 ,0,Invoiced,10/31/2016,11/9/2016,11/7/2016,11/7/2016,"3DDFSC2,8JDFSC2",,B37K082
US30915,B3DF082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.150.11,Microsoft Windows 7 Professional x64,CPL,,1/7/2019 23:59,Active,,,,,,57,1239,"B37K082,B38F082,B38J082,B3BH082,B3BJ082,B3CG082,B3CH082,B3DF082,B3DK082,B3FF082,B3TD082,B3XG082,B3YH082,B46J082,B4CF082,B4FH082,B7ML082,B7SJ082",400,57,,B3DF082,b3df082,B3DF082,CLINICAL PATHOLOGY LABORATORIE,CLINICAL PATHOLOGY LABORATORIE,137995733,CPL-190493,163978199,10131718650,10131718650,CS SOFTWARE AND PERIPHERALS,CLIENT PERIPHERALS,DELL-BRANDED,331-6304,"E-Port Plus, 130W Advanced Port Replicator, USB 3.0 for Latitude E-Family, Customer Kit",0,5,"$1,099.95 ",$725.95 ,$0.00 ,$59.89 ,59.89,Invoiced,12/1/2016,12/5/2016,12/2/2016,12/4/2016,,,B3DF082
US30921,B7SJ082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.150.13,Microsoft Windows 7 Professional x64,CPL,,1/7/2019 23:59,Active,,,,,,137,1239,"B37K082,B38F082,B38J082,B3BH082,B3BJ082,B3CG082,B3CH082,B3DF082,B3DK082,B3FF082,B3TD082,B3XG082,B3YH082,B46J082,B4CF082,B4FH082,B7ML082,B7SJ082",401,137,,B7SJ082,b7sj082,B7SJ082,CLINICAL PATHOLOGY LABORATORIE,CLINICAL PATHOLOGY LABORATORIE,137995733,CPL-190516,163979916,10131718669,10131718669,EUC Mobility,Latitude,LATITUDE E5570,210-AENT,"Dell Latitude E5570, BTX",1,1,"$1,772.29 ","$1,007.00 ",$0.00 ,$83.08 ,83.08,Invoiced,12/1/2016,12/5/2016,12/2/2016,12/4/2016,7ZBNRC2,,B7SJ082
US30923,B3TD082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.156.212,Microsoft Windows 7 Professional x64,CPL,,1/7/2019 23:59,Active,,,,,,81,1239,"B37K082,B38F082,B38J082,B3BH082,B3BJ082,B3CG082,B3CH082,B3DF082,B3DK082,B3FF082,B3TD082,B3XG082,B3YH082,B46J082,B4CF082,B4FH082,B7ML082,B7SJ082",465,81,,B3TD082,b3td082,B3TD082,CLINICAL PATHOLOGY LABORATORIE,CLINICAL PATHOLOGY LABORATORIE,137995733,CPL-204244,197745788,10154828921,10154828921,Desktops,OptiPlex Desktops,OPTIPLEX 3040,210-AFXK,OptiPlex 3040 Small Form Factor XCTO,3,3,"$2,826.45 ","$1,461.18 ",$0.00 ,$120.57 ,120.57,Invoiced,3/14/2017,3/17/2017,3/16/2017,3/20/2017,"4G8TDH2,4G8VDH2,4G8WDH2",,B3TD082
US30912,B3CH082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.18.151,Microsoft Windows 7 Professional x64,CPL,,1/7/2019 23:59,Active,,,,,,49,1239,"B37K082,B38F082,B38J082,B3BH082,B3BJ082,B3CG082,B3CH082,B3DF082,B3DK082,B3FF082,B3TD082,B3XG082,B3YH082,B46J082,B4CF082,B4FH082,B7ML082,B7SJ082",492,49,,B3CH082,b3ch082,B3CH082,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,CPL-210104,212040454,10163099563,10163099563,CS SOFTWARE AND PERIPHERALS,CLIENT PERIPHERALS,DELL-BRANDED,331-6304,"E-Port Plus, 130W Advanced Port Replicator, USB 3.0 for Latitude E-Family, Customer Kit",0,1,$219.99 ,$145.19 ,$0.00 ,$11.98 ,11.98,Invoiced,4/26/2017,4/27/2017,4/27/2017,4/29/2017,,,B3CH082
US30919,B38F082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.194.27,Microsoft Windows 7 Professional x64,CPL,,1/7/2019 23:59,Active,,,,,,9,1239,"B37K082,B38F082,B38J082,B3BH082,B3BJ082,B3CG082,B3CH082,B3DF082,B3DK082,B3FF082,B3TD082,B3XG082,B3YH082,B46J082,B4CF082,B4FH082,B7ML082,B7SJ082",612,9,,B38F082,b38f082,B38F082,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,CPL81963,688555073,XJJKDMT34,,Desktops,OptiPlex Desktops,OPTIPLEX 9020,210-AAOZ,OptiPlex 9020 Small Form Factor,2,2,"$2,394.84 ","$1,420.04 ",$0.00 ,$0.00 ,0,Invoiced,9/10/2014,9/12/2014,9/11/2014,9/11/2014,"CBM0022,CD8YZ12",,B38F082
US30928,B46J082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.48.137,Microsoft Windows 7 Professional x64,CPL,,1/7/2019 23:59,Active,,,,,,105,1239,"B37K082,B38F082,B38J082,B3BH082,B3BJ082,B3CG082,B3CH082,B3DF082,B3DK082,B3FF082,B3TD082,B3XG082,B3YH082,B46J082,B4CF082,B4FH082,B7ML082,B7SJ082",1334,105,,B46J082,b46j082,B46J082,CLINICAL PATHOLOGY LABORATORIE,SONIC HEALTHCARE USA,137995733,SHC158590,971096850,XJX3K1649,,SUPPORT AND DEPLOYMENT,SUPPORT SERVICES,BASE WARRANTY,986-4872,"3YR  Limited Warranty Monitor, Advanced Exchange",0,2,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,Invoiced,4/6/2016,4/7/2016,4/6/2016,4/6/2016,,,B46J082
US30927,B3CG082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.48.144,Microsoft Windows 7 Professional x64,CPL,,1/7/2019 23:59,Active,,,,,,41,1239,"B37K082,B38F082,B38J082,B3BH082,B3BJ082,B3CG082,B3CH082,B3DF082,B3DK082,B3FF082,B3TD082,B3XG082,B3YH082,B46J082,B4CF082,B4FH082,B7ML082,B7SJ082",1339,41,,B3CG082,b3cg082,B3CG082,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,CPL153715,973746361,XJX568JN1,XJX568JN1,CS Software and Peripherals,TVs,UNKNOWN,468-4398,Late Fee Assessment,0,1,$3.00 ,$10.00 ,$0.00 ,$0.00 ,0,Invoiced,4/14/2016,4/15/2016,4/14/2016,4/14/2016,,,B3CG082
US30918,B3BH082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.48.150,Microsoft Windows 7 Professional x64,CPL,,1/7/2019 23:59,Active,,,,,,25,1239,"B37K082,B38F082,B38J082,B3BH082,B3BJ082,B3CG082,B3CH082,B3DF082,B3DK082,B3FF082,B3TD082,B3XG082,B3YH082,B46J082,B4CF082,B4FH082,B7ML082,B7SJ082",1344,25,,B3BH082,b3bh082,B3BH082,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,CPL160332,975817012,XJX6MD915,,CS SOFTWARE AND PERIPHERALS,CLIENT PERIPHERALS,DELL-BRANDED,331-6304,"E-Port Plus, 130W Advanced Port Replicator, USB 3.0 for Latitude E-Family, Customer Kit",0,1,$219.99 ,$169.39 ,$0.00 ,$0.00 ,0,Invoiced,4/20/2016,4/21/2016,4/21/2016,4/21/2016,,,B3BH082
US30924,B7ML082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.48.154,Microsoft Windows 7 Professional x64,CPL,,1/7/2019 23:59,Active,,,,,,129,1239,"B37K082,B38F082,B38J082,B3BH082,B3BJ082,B3CG082,B3CH082,B3DF082,B3DK082,B3FF082,B3TD082,B3XG082,B3YH082,B46J082,B4CF082,B4FH082,B7ML082,B7SJ082",1347,129,,B7ML082,b7ml082,B7ML082,CLINICAL PATHOLOGY LABORATORIE,SONIC HEALTHCARE USA,137995733,CPL160948,980701789,XJX9DCPD1,,EUC Mobility,Latitude,LATITUDE 3150,210-ADZP,Dell Latitude 3150,1,1,"$1,410.64 ",$526.30 ,$0.00 ,$0.00 ,0,Invoiced,5/5/2016,5/18/2016,1/19/2016,5/5/2016,CSDW782,,B7ML082
US30836,B56F082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.3.101,Microsoft Windows 7 Professional x64,CPL,,1/8/2019 23:59,Active,,,,,,129,1240,"2G1F082,2G6L082,2G9G082,2GMH082,2H9F082,2HJD082,B35F082,B35K082,B40J082,B45L082,B47H082,B4GK082,B4NJ082,B4QF082,B51J082,B53F082,B56F082,B6KK082,B6PJ082,B6SL082,B6VL082,B6WD082,B6ZD082,B6ZK082,B77H082,B79L082,B7BJ082,B7GJ082,B7LH082,B7PG082,B7QJ082,B7RL082,B7TH082,B7WF082,B7ZG082,B7ZH082,B80H082,B83L082,B86F082,B8DH082,B8DJ082,B8MJ082,CD0K082,CD5G082,CD6J082,CD6K082,CD6L082,CD8H082",1057,129,,B56F082,b56f082,B56F082,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,CPL128826,880307273,XJRMJRRN9,,Tablet Devices,Tablets,VENUE 11 PRO,210-ABEJ,Tablet Venue 11 Pro,2,2,"$1,779.71 ","$1,184.12 ",$78.00 ,$0.00 ,0,Invoiced,8/28/2015,9/14/2015,9/3/2015,9/3/2015,"5J6JT22,DG6JT22",,B56F082
US30828,B80H082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.3.132,Microsoft Windows 7 Professional x64,CPL,,1/8/2019 23:59,Active,,,,,,289,1240,"2G1F082,2G6L082,2G9G082,2GMH082,2H9F082,2HJD082,B35F082,B35K082,B40J082,B45L082,B47H082,B4GK082,B4NJ082,B4QF082,B51J082,B53F082,B56F082,B6KK082,B6PJ082,B6SL082,B6VL082,B6WD082,B6ZD082,B6ZK082,B77H082,B79L082,B7BJ082,B7GJ082,B7LH082,B7PG082,B7QJ082,B7RL082,B7TH082,B7WF082,B7ZG082,B7ZH082,B80H082,B83L082,B86F082,B8DH082,B8DJ082,B8MJ082,CD0K082,CD5G082,CD6J082,CD6K082,CD6L082,CD8H082",1077,289,,B80H082,b80h082,B80H082,CLINICAL PATHOLOGY LABORATORIE,HEALTHCARE USA/SUNRISE MEDLABS,137995733,155720,889856171,XJRT399N2,,CS Software and Peripherals,TVs,UNKNOWN,468-4398,Late Fee Assessment,0,1,$3.00 ,$185.00 ,$0.00 ,$0.00 ,0,Invoiced,9/17/2015,9/23/2015,9/17/2015,9/17/2015,,,B80H082
US30829,B7PG082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.44.137,Microsoft Windows 7 Professional x64,CPL,,1/8/2019 23:59,Active,,,,,,233,1240,"2G1F082,2G6L082,2G9G082,2GMH082,2H9F082,2HJD082,B35F082,B35K082,B40J082,B45L082,B47H082,B4GK082,B4NJ082,B4QF082,B51J082,B53F082,B56F082,B6KK082,B6PJ082,B6SL082,B6VL082,B6WD082,B6ZD082,B6ZK082,B77H082,B79L082,B7BJ082,B7GJ082,B7LH082,B7PG082,B7QJ082,B7RL082,B7TH082,B7WF082,B7ZG082,B7ZH082,B80H082,B83L082,B86F082,B8DH082,B8DJ082,B8MJ082,CD0K082,CD5G082,CD6J082,CD6K082,CD6L082,CD8H082",1188,233,,B7PG082,b7pg082,B7PG082,CLINICAL PATHOLOGY LABORATORIE,CLINICAL PATHOLOGY LABORATORIE,137995733,CPL143597,935176848,XJW3KP742,,Systems Management,Software - Server and Other,DELL KACE VK1100,210-AEKU,"KACE VK1100 Virtual Appliance,100  Managed Computers",1,1,"$118,264.00 ","$78,731.30 ",$0.00 ,$0.00 ,0,Invoiced,12/18/2015,12/23/2015,12/24/2015,12/24/2015,BWGZ072,,B7PG082
US30846,B79L082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.44.138,Microsoft Windows 7 Professional x64,CPL,,1/8/2019 23:59,Active,,,,,,201,1240,"2G1F082,2G6L082,2G9G082,2GMH082,2H9F082,2HJD082,B35F082,B35K082,B40J082,B45L082,B47H082,B4GK082,B4NJ082,B4QF082,B51J082,B53F082,B56F082,B6KK082,B6PJ082,B6SL082,B6VL082,B6WD082,B6ZD082,B6ZK082,B77H082,B79L082,B7BJ082,B7GJ082,B7LH082,B7PG082,B7QJ082,B7RL082,B7TH082,B7WF082,B7ZG082,B7ZH082,B80H082,B83L082,B86F082,B8DH082,B8DJ082,B8MJ082,CD0K082,CD5G082,CD6J082,CD6K082,CD6L082,CD8H082",1189,201,,B79L082,b79l082,B79L082,CLINICAL PATHOLOGY LABORATORIE,CLINICAL PATHOLOGY LABORATORIE,137995733,CPL143597,935176848,XJW3KP742,,ESG SUPPORT AND DEPLOYMENT,ESG EDUCATION SERVICES,ESG EDUCATION SERVICES,973-3131,Dell Education Services - Dell PS Series Admin with Data Protect and Integrate vSphere 5day Training - PRICE PER USER,0,1,"$4,050.00 ","$4,050.00 ",$0.00 ,$0.00 ,0,Invoiced,12/18/2015,12/23/2015,12/24/2015,12/24/2015,,,B79L082
US30814,B6ZK082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.44.162,Microsoft Windows 7 Professional x64,CPL,,1/8/2019 23:59,Active,,,,,,185,1240,"2G1F082,2G6L082,2G9G082,2GMH082,2H9F082,2HJD082,B35F082,B35K082,B40J082,B45L082,B47H082,B4GK082,B4NJ082,B4QF082,B51J082,B53F082,B56F082,B6KK082,B6PJ082,B6SL082,B6VL082,B6WD082,B6ZD082,B6ZK082,B77H082,B79L082,B7BJ082,B7GJ082,B7LH082,B7PG082,B7QJ082,B7RL082,B7TH082,B7WF082,B7ZG082,B7ZH082,B80H082,B83L082,B86F082,B8DH082,B8DJ082,B8MJ082,CD0K082,CD5G082,CD6J082,CD6K082,CD6L082,CD8H082",1217,185,,B6ZK082,b6zk082,B6ZK082,CLINICAL PATHOLOGY LABORATORIE,CLINICAL PATHOLOGY LABORATORIE,137995733,CPL143597,935936423,XJW47K5K1,,Desktops,OptiPlex Desktops,OPTIPLEX 3020,210-ABDX,OptiPlex 3020 Small Form Factor BTX Base,5,5,"$4,446.27 ","$1,995.05 ",$0.00 ,$0.00 ,0,Invoiced,12/21/2015,12/23/2015,12/29/2015,12/29/2015,"2FHGN52,4FHGN52,4LHGN52,5LHGN52,BDHGN52",,B6ZK082
US30849,B7LH082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.46.140,Microsoft Windows 7 Professional x64,CPL,,1/8/2019 23:59,Active,,,,,,225,1240,"2G1F082,2G6L082,2G9G082,2GMH082,2H9F082,2HJD082,B35F082,B35K082,B40J082,B45L082,B47H082,B4GK082,B4NJ082,B4QF082,B51J082,B53F082,B56F082,B6KK082,B6PJ082,B6SL082,B6VL082,B6WD082,B6ZD082,B6ZK082,B77H082,B79L082,B7BJ082,B7GJ082,B7LH082,B7PG082,B7QJ082,B7RL082,B7TH082,B7WF082,B7ZG082,B7ZH082,B80H082,B83L082,B86F082,B8DH082,B8DJ082,B8MJ082,CD0K082,CD5G082,CD6J082,CD6K082,CD6L082,CD8H082",1248,225,,B7LH082,b7lh082,B7LH082,CLINICAL PATHOLOGY LABORATORIE,CLINICAL PATHOLOGY LABORATORIE,137995733,CPL143597,935945754,XJW7FDWJ6,,Desktops,OptiPlex Desktops,OPTIPLEX 3020,210-ABDX,OptiPlex 3020 Small Form Factor BTX Base,33,33,"$29,345.38 ","$13,167.33 ",$0.00 ,$0.00 ,0,Invoiced,12/21/2015,12/23/2015,1/14/2016,1/14/2016,"16GTN52,1JGTN52,1TGTN52,2HGTN52,2TGTN52,3KGTN52,3SGTN52,5GGTN52,5SGTN52,5TGTN52,6JGTN52,6KGTN52,6SGTN52,78GTN52,79GTN52,7HGTN52,7JGTN52,7SGTN52,7TGTN52,B4MH082,B6GTN52,BHGTN52,CHGTN52,D7GTN52,DRGTN52,F7GTN52,FTGTN52,HHGTN52,HLGTN52,J5GTN52,JHGTN52,JJGTN52,JSGTN52",,B7LH082
US30841,B51J082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.8.76,Microsoft Windows 7 Professional x64,CPL,,1/8/2019 23:59,Active,,,,,,113,1240,"2G1F082,2G6L082,2G9G082,2GMH082,2H9F082,2HJD082,B35F082,B35K082,B40J082,B45L082,B47H082,B4GK082,B4NJ082,B4QF082,B51J082,B53F082,B56F082,B6KK082,B6PJ082,B6SL082,B6VL082,B6WD082,B6ZD082,B6ZK082,B77H082,B79L082,B7BJ082,B7GJ082,B7LH082,B7PG082,B7QJ082,B7RL082,B7TH082,B7WF082,B7ZG082,B7ZH082,B80H082,B83L082,B86F082,B8DH082,B8DJ082,B8MJ082,CD0K082,CD5G082,CD6J082,CD6K082,CD6L082,CD8H082",1421,113,,B51J082,b51j082,B51J082,,,,,,,,,,,,,,,,,,,,,,,,,,,B51J082
US30830,2GMH082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.8.91,Microsoft Windows 7 Professional x64,CPL,,1/8/2019 23:59,Active,,,,,,25,1240,"2G1F082,2G6L082,2G9G082,2GMH082,2H9F082,2HJD082,B35F082,B35K082,B40J082,B45L082,B47H082,B4GK082,B4NJ082,B4QF082,B51J082,B53F082,B56F082,B6KK082,B6PJ082,B6SL082,B6VL082,B6WD082,B6ZD082,B6ZK082,B77H082,B79L082,B7BJ082,B7GJ082,B7LH082,B7PG082,B7QJ082,B7RL082,B7TH082,B7WF082,B7ZG082,B7ZH082,B80H082,B83L082,B86F082,B8DH082,B8DJ082,B8MJ082,CD0K082,CD5G082,CD6J082,CD6K082,CD6L082,CD8H082",1429,25,,2GMH082,2gmh082,2GMH082,,,,,,,,,,,,,,,,,,,,,,,,,,,2GMH082
US30820,CD8H082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.8.97,Microsoft Windows 7 Professional x64,CPL,,1/8/2019 23:59,Active,,,,,,377,1240,"2G1F082,2G6L082,2G9G082,2GMH082,2H9F082,2HJD082,B35F082,B35K082,B40J082,B45L082,B47H082,B4GK082,B4NJ082,B4QF082,B51J082,B53F082,B56F082,B6KK082,B6PJ082,B6SL082,B6VL082,B6WD082,B6ZD082,B6ZK082,B77H082,B79L082,B7BJ082,B7GJ082,B7LH082,B7PG082,B7QJ082,B7RL082,B7TH082,B7WF082,B7ZG082,B7ZH082,B80H082,B83L082,B86F082,B8DH082,B8DJ082,B8MJ082,CD0K082,CD5G082,CD6J082,CD6K082,CD6L082,CD8H082",1433,377,,CD8H082,cd8h082,CD8H082,,,,,,,,,,,,,,,,,,,,,,,,,,,CD8H082
US30902,B4XG082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.44.140,Microsoft Windows 7 Professional x64,CPL,,1/7/2019 23:59,Active,,,,,,25,1241,"B4SL082,B4VL082,B4XD082,B4XG082,B54G082,B5BJ082,B5GL082,B5HG082,B5JJ082,B5NK082,B5QK082,B5SJ082,B8RG082",1192,25,,B4XG082,b4xg082,B4XG082,CLINICAL PATHOLOGY LABORATORIE,CLINICAL PATHOLOGY LABORATORIE,137995733,CPL143597,935926275,XJW432KC9,,Desktops,OptiPlex Desktops,OPTIPLEX 3020,210-ABDX,OptiPlex 3020 Small Form Factor BTX Base,19,19,"$16,895.83 ","$7,581.19 ",$0.00 ,$0.00 ,0,Invoiced,12/21/2015,12/23/2015,12/28/2015,12/28/2015,"B7MF082,B7WL082,B83F082,B8FG082,B8FH082,B8GL082,B8HF082,B8JH082,B8LD082,B8LF082,B8MG082,B8NK082,B8PD082,B8TJ082,B8VF082,B8VJ082,C6ZK082,C72K082,C78L082",,B4XG082
US30896,B8RG082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.44.168,Microsoft Windows 7 Professional x64,CPL,,1/7/2019 23:59,Active,,,,,,97,1241,"B4SL082,B4VL082,B4XD082,B4XG082,B54G082,B5BJ082,B5GL082,B5HG082,B5JJ082,B5NK082,B5QK082,B5SJ082,B8RG082",1223,97,,B8RG082,b8rg082,B8RG082,CLINICAL PATHOLOGY LABORATORIE,CLINICAL PATHOLOGY LABORATORIE,137995733,CPL143597,935939534,XJW3T3N16,,Desktops,OptiPlex Desktops,OPTIPLEX 3020,210-ABDX,OptiPlex 3020 Small Form Factor BTX Base,12,12,"$10,671.05 ","$4,788.12 ",$0.00 ,$0.00 ,0,Invoiced,12/21/2015,12/23/2015,12/28/2015,12/28/2015,"CTZK082,CV1G082,CV3G082,CV5F082,CVJL082,CVNJ082,CW1H082,CW9G082,CWBL082,CWJF082,CWLL082,CWWG082",,B8RG082
US30899,B4VL082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.44.177,Microsoft Windows 7 Professional x64,CPL,,1/7/2019 23:59,Active,,,,,,9,1241,"B4SL082,B4VL082,B4XD082,B4XG082,B54G082,B5BJ082,B5GL082,B5HG082,B5JJ082,B5NK082,B5QK082,B5SJ082,B8RG082",1232,9,,B4VL082,b4vl082,B4VL082,CLINICAL PATHOLOGY LABORATORIE,CLINICAL PATHOLOGY LABORATORIE,137995733,CPL143597,935941787,XJW82J775,,Desktops,OptiPlex Desktops,OPTIPLEX 3020,210-ABDX,OptiPlex 3020 Small Form Factor BTX Base,23,23,"$20,452.84 ","$9,177.23 ",$0.00 ,$0.00 ,0,Invoiced,12/21/2015,12/23/2015,1/16/2016,1/17/2016,"3D55P52,3F55P52,3L55P52,4F55P52,4G55P52,4H55P52,5C55P52,5G55P52,5J55P52,5L55P52,5M55P52,8D55P52,8F55P52,9D55P52,BC55P52,BG55P52,BH55P52,CM55P52,DG55P52,FB55P52,HM55P52,JK55P52,JM55P52",,B4VL082
US30892,B54G082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.46.129,Microsoft Windows 7 Professional x64,CPL,,1/7/2019 23:59,Active,,,,,,33,1241,"B4SL082,B4VL082,B4XD082,B4XG082,B54G082,B5BJ082,B5GL082,B5HG082,B5JJ082,B5NK082,B5QK082,B5SJ082,B8RG082",1239,33,,B54G082,b54g082,B54G082,CLINICAL PATHOLOGY LABORATORIE,CLINICAL PATHOLOGY LABORATORIE,137995733,CPL143597,935943767,XJW5W2549,,Desktops,OptiPlex Desktops,OPTIPLEX 3020,210-ABDX,OptiPlex 3020 Small Form Factor BTX Base,18,18,"$16,006.57 ","$7,182.18 ",$0.00 ,$0.00 ,0,Invoiced,12/21/2015,12/23/2015,1/7/2016,1/7/2016,"B37K082,B38F082,B38J082,B3BH082,B3BJ082,B3CG082,B3CH082,B3DF082,B3DK082,B3FF082,B3TD082,B3XG082,B3YH082,B46J082,B4CF082,B4FH082,B7ML082,B7SJ082",,B54G082
US30900,B4XD082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.46.187,Microsoft Windows 7 Professional x64,CPL,,1/7/2019 23:59,Active,,,,,,17,1241,"B4SL082,B4VL082,B4XD082,B4XG082,B54G082,B5BJ082,B5GL082,B5HG082,B5JJ082,B5NK082,B5QK082,B5SJ082,B8RG082",1296,17,,B4XD082,b4xd082,B4XD082,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,SRL152132,956004440,XJWMK2CR8,,SUPPORT AND DEPLOYMENT,SUPPORT SERVICES,BASE WARRANTY,986-4872,"3YR  Limited Warranty Monitor, Advanced Exchange",0,2,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,Invoiced,2/20/2016,2/22/2016,2/22/2016,2/22/2016,,,B4XD082
US30897,B5BJ082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.46.210,Microsoft Windows 7 Professional x64,CPL,,1/7/2019 23:59,Active,,,,,,41,1241,"B4SL082,B4VL082,B4XD082,B4XG082,B54G082,B5BJ082,B5GL082,B5HG082,B5JJ082,B5NK082,B5QK082,B5SJ082,B8RG082",1319,41,,B5BJ082,b5bj082,B5BJ082,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,CPL154791,966900421,XJX18J852,,Desktops,OptiPlex Desktops,OPTIPLEX 9020,210-AAOZ,OptiPlex 9020 Small Form Factor,1,1,"$1,168.93 ",$617.40 ,$0.00 ,$0.00 ,0,Invoiced,3/24/2016,4/15/2016,3/25/2016,3/25/2016,1XWMBB2,,B5BJ082
US30945,B4CL082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.152.11,Microsoft Windows 7 Professional x64,CPL,,1/7/2019 23:59,Active,,,,,,65,1243,"B36K082,B3CK082,B3LD082,B3ML082,B3ND082,B3NL082,B3VH082,B49H082,B4CL082,B4GL082,B7VF082",422,65,,B4CL082,b4cl082,B4CL082,CLINICAL PATHOLOGY LABORATORIE,CLINICAL PATHOLOGY LABORATORIE,137995733,SHC-196482,179298772,10143252705,10143252705,CS Software and Peripherals,Displays,DELL MONITOR P2217,210-AIIC,Dell 22 Monitor - P2217,2,2,$439.98 ,$310.88 ,$0.00 ,$25.65 ,25.65,Invoiced,1/18/2017,1/19/2017,1/18/2017,1/25/2017,"BKYLP82,DLYLP82",,B4CL082
US30949,B3LD082,Dell Inc.,OptiPlex 3020,Unassigned,desktop,10.148.157.213,Microsoft Windows 7 Professional x64,CPL,,1/7/2019 23:59,Active,,,,,,17,1243,"B36K082,B3CK082,B3LD082,B3ML082,B3ND082,B3NL082,B3VH082,B49H082,B4CL082,B4GL082,B7VF082",477,17,,B3LD082,b3ld082,B3LD082,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,CPL-207085,203633986,10157367087,10157367087,CS SOFTWARE AND PERIPHERALS,CLIENT PERIPHERALS,PARTNER,A8733211,Dell 4 GB Certified Memory Module - 1RX8 UDIMM 1600MHz,0,25,"$1,249.75 ","$1,062.25 ",$0.00 ,$89.37 ,89.37,Invoiced,3/31/2017,4/3/2017,3/31/2017,3/31/2017,,,B3LD082
